id,d,institution
116938,38,Univ Michigan
204416,2,Bowen Univ
178933,83,Soltan Inst Nucl Studies
6184,105,Moscow MV Lomonosov State Univ
19646,14,CNRS
168716,2,Univ Paris 11
6184,137,Cornell Univ
238177,17,Univ Calif Los Angeles
35106,18,Joint Inst Nucl Res
20147,34,IHEP
8769,12,Bulgarian Acad Sci
34582,3,Univ Med Ctr
87373,0,CNRS
12635,1,Polish Acad Sci
58024,25,Max Planck Inst Astrophys
5528,91,Univ Lancaster
185598,1,Hiroshima Univ
10351,7,Museo Arqueol Reg Madrid
6173,109,CIEMAT
6178,46,Univ Delhi
159948,0,Inst J Paoli I Calmettes
31545,4,Univ Toulouse
83082,0,Univ Mons
65529,36,Univ Andres Bello
263227,61,Univ Lodz
5528,150,Lab Instrumentacao & Fis Expt Particulas LIP
178933,15,Russian Res Ctr
8063,72,Univ Paris 11
113626,7,Univ Estadual Campinas
127377,18,Univ Calif Santa Barbara
58023,49,Univ S Africa
78955,6,Yonsei Univ
178934,6,Bogazici Univ
6177,140,Univ Florida
178932,69,Univ London
111565,4,Univ Bologna
6172,165,Univ Rochester
178933,39,Univ Catania
258354,27,DSM IRSU
134412,0,Univ Lyon 1
6172,181,ENEA Casaccia Res Ctr
78964,5,Johns Hopkins Univ
88215,4,Univ Glasgow
186581,6,NASA
99751,4,EFS Nantes
282021,0,Univ Montreal
64883,1,Univ Montreal
173596,18,Univ Manchester
126997,0,Observ Strasbourg
210290,9,Inst J Paoli I Calmettes
6168,68,Univ Padua
238841,56,Fermilab Natl Accelerator Lab
102266,3,CSIRO
73584,16,Foch Hosp
15640,19,Rudjer Boskovic Inst
196392,5,Pavel Sukhoi Tech Univ
258262,4,Scion Comp Innovat GmbH
2060,142,Univ Oxford
140837,1,Univ Metz
6181,185,Univ Trent
189878,9,Fdn IRCCS Policlin San Matteo
268384,2,Fac Vet
15204,7,Univ Geneva
268572,5,Observ Carnegie Inst Washington
99538,0,Nestle Res Ctr
116937,11,Univ Calif Santa Barbara
6180,133,CALTECH
5525,80,Tech Univ Dresden
5528,243,Jagiellonian Univ
25467,43,Penn State Univ
6178,50,Inst Studies Theoret Phys & Math
58026,24,Acad Romana
174544,50,Ist Nazl Fis Nucl
116936,39,Univ New Mexico
13756,51,Univ Oxford
34582,4,Chaim Sheba Med Ctr
116711,3,IN2P3
238130,15,Keio Univ
8769,138,Fairfield Univ
5524,231,Univ Montreal
187238,33,Australian Natl Univ
308118,4,Ghent Univ Hosp
116936,21,Univ Helsinki
6173,114,Paul Scherrer Inst
173596,44,Univ Valencia
65529,39,Univ Kent
125628,1,Univ Texas
18092,15,Ctr Hosp Intercommunal CHI Le Raincy Montfermeil
2081,54,Ist Nazl Fis Nucl
5533,71,Univ Giessen
167555,0,Beth Israel Deaconess Med Ctr
2081,147,Johns Hopkins Univ
6168,47,Bhabha Atom Res Ctr
234934,4,Tohoku Univ
6874,6,Ctr Hosp
187238,60,Univ Perugia
6176,2,Natl Ctr Particle & High Energy Phys
88887,1,Univ Calif Los Angeles
253489,3,Lille Univ Hosp
174544,12,Univ Calif Santa Barbara
6183,139,Fermilab Natl Accelerator Lab
5524,205,Weizmann Inst Sci
78959,6,Univ Paris 06
35106,37,Ernest Orlando Lawrence Berkeley Natl Lab
207944,1,Malad Sang
178933,96,Bergen Univ Coll
24208,80,Univ Roma La Sapienza
5532,170,Vanderbilt Univ
133868,2,Inst Natl Sci Appl & Technol
200471,2,Univ Zaragoza
178933,23,Natl Inst Phys & Nucl Engn
35106,52,Okayama Univ
286267,74,Acceleron Pharma
121966,20,Ist Nazl Fis Nucl
6181,128,Brown Univ
5526,7,Turkish Atom Energy Commiss
5533,124,Max Planck Inst Phys & Astrophys
20152,11,Univ Texas Arlington
20152,134,Univ Oklahoma
25467,9,Univ Paris 07
6169,130,Univ Calif Riverside
3002,69,Texas A&M Univ
39459,133,Univ Colorado
6174,161,Univ Puerto Rico
198508,2,IFREMER
30175,44,TRIUMF
306468,0,Univ Clermont Ferrand
6175,114,Paul Scherrer Inst
10352,5,Univ Valladolid
189878,13,Univ Oxford
13756,32,Chonnam Natl Univ
216528,1,Fac Sci
6169,165,Rockefeller Univ
13750,20,Univ Naples Federico 2
215147,4,Univ Paris 07 Denis Diderot
263227,43,Dublin Inst Adv Studies
240387,9,Erasmus MC Daniel Den Hoed
2069,68,Ist Nazl Fis Nucl Trieste Udine
6168,132,Univ Calif San Diego
5533,35,Brookhaven Natl Lab
5533,96,Univ Liverpool
53127,14,Max Planck Inst Gravitat Phys
6171,9,Catholic Univ Louvain
15640,167,Rutgers State Univ
5528,42,Univ Chicago
2060,171,Univ Calif Santa Cruz
123784,12,Bristol Myers Squibb Co
5526,184,SUNY Stony Brook
63908,16,Univ Paris 11
58024,5,Univ Denis
258354,19,Univ Western Australia
35515,10,Sch Phys & Astron
15640,17,Tech Univ Split
6184,10,Univ Mons
6178,83,Kyungpook Natl Univ
71520,7,Ctr Hosp Departemental Felix Guyon
2081,130,Univ Calif Davis
6183,70,Ist Nazl Fis Nucl
5527,124,Nagasaki Inst Appl Sci
53127,58,Univ Roma La Sapienza
276039,6,Johns Hopkins Univ
47544,1,Univ Strasbourg
58023,40,INAF Osservatorio Roma
205685,0,Expt & Clin Res Ctr
6184,172,Univ Virginia
286267,1,KaloBios Pharmaceut
108007,0,Hellenic Pasteur Inst
5522,141,Florida State Univ
113291,94,Univ Basilicata
162066,2,Omsk State Univ
104292,2,CE Saclay
5522,176,Univ Haute Alsace
211172,36,Hiroshima Inst Technol
6174,22,Univ Cyprus
6168,177,IN2P3
71906,2,Fac Sci & Tech
268592,15,Hlth GAP
15640,127,Baylor Univ
63908,29,Vrije Univ Amsterdam
5532,124,Univ London Imperial Coll Sci Technol & Med
240463,1,Etab Francais Sang
8769,121,Kharkov Inst Phys & Technol
5525,235,Univ Mohamed Premier
6173,71,Ist Nazl Fis Nucl
85183,1,CNRS INSERM ULP
109301,22,Inst Ciencias Espacio
305434,4,Acad Sci Czech Republic
39459,120,Univ Bristol
208393,9,Comite Cancerol Assoc Francaise Urol
127377,67,Ist Nazl Fis Nucl
7384,2,Natl Inst Mat Sci
6178,32,Tbilisi State Univ
20152,84,KEK
205432,3,Rouen Univ Hosp
214574,0,Observ Paris
6177,55,Ist Nazl Fis Nucl
20152,5,Gazi Univ
20152,37,Univ Cambridge
238130,3,Tohoku Univ
2060,231,CALTECH
286267,30,Eli Lilly & Co
111565,37,McGill Univ
2081,37,Univ Hamburg
127377,31,Univ Genoa
121966,43,Univ New Mexico
6175,109,CIEMAT
5526,25,Dogus Univ
231739,1,CHU Timone
53126,96,SE Louisiana Univ
2068,19,Fermilab Natl Accelerator Lab
24208,42,Inst Nucl Phys Demokritos
113291,52,Univ Montreal
13756,58,Univ Siena
5526,60,Tech Univ Dresden
78942,1,CALTECH
110936,78,Univ Perugia
244383,1,Univ Paris 11
268592,43,Univ Eduardo Mondlane
281521,2,INRA
116937,45,Northwestern Univ
5528,104,Univ Manchester
6171,61,Ist Nazl Fis Nucl
6184,117,Natl Cent Univ
25467,28,Ist Nazl Fis Nucl
5526,106,Aix Marseille Univ
63908,102,Arecibo Observ
5525,222,SUNY Stony Brook
69026,2,Univ Tokyo
6181,44,Debrecen Univ Med
5522,1,Inst Hochenergiephys OeAW
8769,88,Vilnius Univ
266814,7,Univ Leicester
4169,115,NC PHEP BSU
8769,44,Univ Debrecen
5524,63,Georgian Acad Sci
6180,37,Univ Hamburg
20419,20,Tampere Univ Hosp
6174,172,Univ Virginia
6178,148,Kansas State Univ
15204,8,Univ Sydney
35106,53,Osaka City Univ
256142,8,Charles Sturt Univ
6185,155,Univ Nebraska
174544,59,Rutgers State Univ
78955,1,Johns Hopkins Univ
282049,0,Univ Antilles Guyane
240441,2,Hop Avicenne
6181,69,Univ Pavia
19646,2,Univ Paris 11
27219,0,Univ Aberdeen
6177,107,Inst High Energy Phys
6184,22,Univ Cyprus
305770,0,CHU Rangueil
35106,72,Ist Nazl Fis Nucl
111565,59,Texas A&M Univ
6175,139,Fermilab Natl Accelerator Lab
6176,165,Univ Rochester
58023,52,Max Planck Inst Astrophys
8769,136,Univ Colorado
30175,56,Univ Paris 06
58023,12,NASA
248706,2,Univ Lyon
15640,97,Univ Warsaw
5525,71,Columbia Univ
78944,4,Observ Carnegie Inst Washington
7489,13,Las Cumbres Observ Global Telescope
198648,13,Univ Paris 06
125557,5,Univ Naples Federico 2
5525,54,Univ Durham
82756,4,MD Anderson Canc Ctr
2060,6,TOBB Univ Econ & Technol
5525,185,Ctr Etud Saclay
63908,66,INAF
20147,47,Univ Liverpool
110936,68,Univ Genoa
5533,105,Johannes Gutenberg Univ Mainz
5532,31,Univ Lyon 1
6183,114,Paul Scherrer Inst
187238,15,San Jose State Univ
54786,1,CNRS UPPA
6174,117,Natl Cent Univ
19641,29,Univ Oxford
6178,157,Northwestern Univ
263864,10,Univ Calif Los Angeles
12441,3,IFREMER
110936,40,Univ Hamburg
5525,125,Aix Marseille Univ
38593,1,Univ Melbourne
307275,14,Univ Sydney
6173,167,Rutgers State Univ
6167,109,Vinca Inst Nucl Sci
6181,61,Ist Nazl Fis Nucl
6185,59,Univ Florence
108519,2,Inst Laue Langevin
29233,2,Slovak Acad Sci
6178,31,Georgian Acad Sci
30426,2,Jagiellonian Univ
256630,1,Ctr Hosp Univ Raymond Poincare
13753,10,Univ Calif Davis
6169,119,Middle E Tech Univ
39457,114,Rutherford Appleton Lab
13750,55,Univ Trent
185052,0,FOM
20152,74,Univ Heidelberg
13750,6,Calif State Univ Fullerton
210752,6,St Johns Med Coll
5522,15,Peking Univ
6171,128,Brown Univ
15640,71,Ist Nazl Fis Nucl
53127,77,Univ Southampton
205972,0,CHU Rangueil
6179,25,CNRS
24208,6,Univ Antwerp
178932,21,Univ Buenos Aires
6184,161,Univ Puerto Rico
13756,9,Univ Calif Los Angeles
6167,14,Bulgarian Acad Sci
4169,213,Weizmann Inst Sci
8063,104,Dept Phys & Astron
6169,48,Tata Inst Fundamental Res
6179,144,Univ Iowa
2060,131,BINP
200718,4,CHU Bordeaux
6171,139,Univ Florida
20152,130,BINP
6182,55,Ist Nazl Fis Nucl
13750,44,McNeese State Univ
120269,5,Rennes Univ Hosp
2060,237,Univ S Carolina
215900,25,Univ Adelaide
297264,3,Hosp Clin San Carlos
39457,2,Univ Ghent
5527,111,Michigan State Univ
315158,7,Univ Paris 05
173596,2,Univ Calif Berkeley
48998,81,Univ Illes Balears
40271,3,CNRS
6179,74,Scuola Normale Super Pisa
24225,24,Univ Geneva
111564,57,Rutgers State Univ
6176,175,Univ Fed ABC
6174,10,Univ Mons
5526,127,Univ Naples Federico 2
6181,9,Catholic Univ Louvain
111565,55,Univ Rochester
309367,8,CEA
21861,0,Univ Helsinki
6183,109,CIEMAT
8769,93,Univ Auckland
173596,23,Univ Milan
258354,54,Charles Sturt Univ
275136,6,Brigham & Womens Hosp
294637,13,Clin Alemana
216528,0,Univ Catholique Louvain
78962,3,Observ Carnegie Inst Washington
2068,43,Univ Oxford
31661,23,Comenius Univ
4169,187,Acad Sinica
6179,111,Univ Cantabria
4169,2,Univ Alberta
5528,83,Univ Iowa
235738,12,Univ Miami
2068,14,Univ Chicago
6168,86,Konkuk Univ
256142,47,Univ Maryland
78558,0,CHU Rangueil
2081,85,Chonnam Natl Univ
280247,2,EFDA CSU Garching
275136,0,McMaster Univ & Hamilton Hlth Sci
15640,161,Princeton Univ
18747,0,Univ Poitiers
256142,23,Moscow MV Lomonosov State Univ
65513,0,Georgia Inst Technol
39459,82,Kyungpook Natl Univ
6167,62,Ist Nazl Fis Nucl
39459,5,Univ Libre Bruxelles
110936,142,Marmara Univ
116937,21,Ist Nazl Fis Nucl
181413,4,Georgia Inst Technol
282600,3,Univ Montpellier 1
122198,2,European Univ Inst
116936,37,Michigan State Univ
39382,4,Natl Astron Observ Japan
224079,4,Biogemma
2081,64,Ist Nazl Fis Nucl
258354,92,SE Louisiana Univ
8769,159,Ohio State Univ
5527,180,SUNY Stony Brook
248171,0,UBA
6182,35,Rhein Westfal TH Aachen
20152,195,York Univ
15640,86,Korea Univ
24209,74,Waseda Univ
48998,26,Univ Siena
15640,32,Acad Sci
5154,1,Univ Occupat & Environm Hlth
2060,26,Gaziantep Univ
113291,11,Univ British Columbia
291262,5,Cornell Univ
39459,66,Ist Nazl Fis Nucl
211172,40,Ist Nazl Fis Nucl
5524,13,Univ Belgrade
20152,13,Natl Tech Univ Athens
259654,25,Univ Adelaide
31661,37,Univ Liverpool
7489,20,Thuringer Landessternwarte
65119,9,Univ Oviedo
19641,41,Univ Helsinki
15640,109,CIEMAT
53291,6,Acad Sci Czech Republic
24208,206,KFKI Res Inst Particle & Nucl Phys
126449,1,Univ Calif Berkeley
6965,0,Ctr Hosp St Anne
178934,22,Inst Fuer Astro Teilchenphys
34753,7,Univ Groningen
30175,0,Univ Helsinki
6168,129,Univ Calif Davis
78944,3,Columbia Univ
82637,3,Univ Franche Comte
263227,83,Ist Nazl Fis Nucl
113291,48,McGill Univ
6359,0,Univ Bordeaux
6173,139,Fermilab Natl Accelerator Lab
6174,125,Univ London Imperial Coll Sci Technol & Med
6182,140,Univ Florida
6181,147,Univ Kansas
39457,20,Helsinki Inst Phys
235685,1,AP HM
48329,4,Inst Carnot Cirimat
25467,14,Warsaw Univ
5522,180,Univ Roma La Sapienza
13158,11,Univ Hosp
243800,2,Akita Univ
5522,53,Politecn Bari
6167,189,Izmir Inst Technol
273217,10,Kanagawa Univ
6172,2,Natl Ctr Particle & High Energy Phys
280799,6,Pitie Salpetriere Teaching Hosp
116938,12,Univ Chicago
198648,12,Grp Hosp Pitie Salpetriere
6174,11,Ctr Brasileiro Pesquisas Fis
5528,175,Univ Siegen
13753,5,Univ Autonoma Barcelona
5524,226,Univ Durham
30634,22,Univ Klinikum Jena
6169,126,Boston Univ
173538,5,Natl Inst Biotechnol & Genet Engn
178932,157,Acad Sinica
5522,146,Univ Kansas
315158,3,Hop Robert Debre
258354,15,Montana State Univ
179819,1,Mie Univ
39459,125,Brown Univ
6174,105,Moscow MV Lomonosov State Univ
87328,7,Univ N Carolina
19641,89,Univ Cambridge
255878,8,Met Off
6175,167,Rutgers State Univ
78965,5,Chungnam Natl Univ
53126,30,Univ Rennes 1
6174,137,Cornell Univ
110936,69,Sezione Ist Nazl Fis Nucl
5527,179,Royal Inst Technol KTH
63908,15,Univ Florida
6168,152,Univ Minnesota
2060,152,Acad Sci Czech Republic
127377,93,Yale Univ
13756,43,Univ Michigan
255406,11,Univ Montreal
6185,2,Natl Ctr Particle & High Energy Phys
75011,11,Policlin San Matteo Inst Ricovero & Cura Caratter
6176,178,CERN
20152,66,Georgian Acad Sci
236226,3,Univ Montreal
192971,1,NW Polytechn Univ
24240,49,Okayama Univ
39457,54,Univ Florence
286267,9,Univ Strasbourg
64902,12,McGill Univ
4169,206,Uppsala Univ
6174,54,Politecn Bari
111598,43,Northwestern Univ
30175,21,Fermilab Natl Accelerator Lab
2081,124,Rutherford Appleton Lab
161236,1,CReA EOAA BA 701
15640,114,Paul Scherrer Inst
125571,0,Univ Montreal
240400,0,European APL Grp
5525,8,Univ Texas Arlington
113968,20,Univ Turin
65529,22,Inst Astrofis La Plata
225330,0,IMS MCM ENSCPB
156071,0,CEA
196392,17,Waseda Univ
6172,124,Rutherford Appleton Lab
240631,10,Univ Paris 05
5532,108,CIEMAT
6167,34,Rhein Westfal TH Aachen
116937,14,Univ Chicago
111598,52,Scuola Normale Super Pisa
15640,20,Univ Cyprus
19648,10,Univ Manchester
127373,0,CNRS
2068,21,Ist Nazl Fis Nucl
21861,78,Wayne State Univ
58026,10,Univ Paris Diderot
24240,6,Univ Bologna
89447,6,Verona Univ Hosp
263227,37,Commissariat Energie Atom CE Saclay
1710,0,Lab Astrophys Marseille
5522,118,Cukurova Univ
5437,7,Univ Penn
58026,7,INAF Osservatorio Astron Capodimonte
78962,0,Johns Hopkins Univ
222731,1,Univ Paris 06
65119,16,Hop Univ Beaujon
157463,2,Fac Med Nord
5532,46,Univ Delhi
39459,30,Ctr Calcul
5528,201,Ist Nazl Fis Nucl
87373,4,Univ Perpignan
238176,1,Univ Montreal
5533,4,Dumlupinar Univ
63908,10,Louisiana State Univ
5533,189,Univ Antonio Narino
116936,1,Argonne Natl Lab
6181,127,Boston Univ
255882,5,Japan Meteorol Agcy
6167,145,Univ Illinois
5522,125,Brunel Univ
2081,2,Natl Ctr Particle & High Energy Phys
5533,57,Univ Texas Dallas
6174,111,Univ Oviedo
256142,59,Washington State Univ
203766,2,Univ Lyon 1
2094,8,Univ Bologna
5526,157,State Res Ctr Inst High Energy Phys
13713,45,Univ Michigan
155174,5,Observ Strasbourg
281805,7,AMSRD AMR WS ST
5525,106,High Energy Accelerator Res Org
109301,12,CALTECH
5522,24,Helsinki Inst Phys
156071,3,EFDA Close Support Unit Garching
2094,55,Univ Penn
110936,103,Inst Expt Phys
6173,51,Univ Coll Dublin
6185,124,Rutherford Appleton Lab
29273,1,Helsinki Inst Phys
24208,70,Univ Padua
39457,178,Univ Libre Bruxelles
6179,167,Univ Tennessee
6176,37,Univ Hamburg
34753,14,Natl Inst Nat Sci
256142,21,Loyola Univ
155174,6,Univ Sydney
53126,91,Univ Illes Balears
4169,153,Univ Granada
178933,61,Sci Res Technol Inst Instrument Engn
286267,29,DiaDexus
6185,85,Chonnam Natl Univ
38841,51,Univ Maryland
20152,177,Slovak Acad Sci
78962,2,Lab Astrophys Marseille
237029,0,Univ Montreal
30175,19,Joint Inst Nucl Res
84040,14,Univ Porto
255882,3,USN
111565,34,UCL
2081,136,Carnegie Mellon Univ
106068,0,Univ Aix Marseille 2
5528,15,Azerbaijan Acad Sci
62916,3,Cent Hosp
5525,196,Univ British Columbia
2976,59,Scuola Normale Super Pisa
6185,64,Ist Nazl Fis Nucl
29273,28,Johns Hopkins Univ
35515,1,Univ Manchester
20152,94,Univ Ljubljana
20152,118,Lomonosov Moscow State Univ
37559,5,Univ La Laguna
6179,162,Purdue Univ Calumet
127377,85,Ist Nazl Fis Nucl
71568,1,INRA
178932,125,LIP
3002,77,Yale Univ
118393,8,Univ Calif Los Angeles
6175,84,Wonkwang Univ
24208,7,Vrije Univ Brussel
20152,159,Ist Nazl Fis Nucl
24209,24,Univ Glasgow
39459,159,Purdue Univ
6178,69,Ist Nazl Fis Nucl
5525,91,Georgian Acad Sci
255879,3,CALTECH
82980,9,Hop Jean Minjoz
113968,3,CERN
6171,122,Kharkov Inst Phys & Technol
6171,187,Kafkas Univ
127377,13,Budker Inst Nucl Phys
5528,123,Nagasaki Inst Appl Sci
6172,85,Chonnam Natl Univ
89763,1,Coll France
6178,158,Univ Notre Dame
238841,53,Calif State Univ Fresno
13756,53,Univ Padua
6176,154,Univ Nebraska Lincoln
19940,0,Univ Montreal Hlth Ctr CHUM
73584,24,Lubeck Univ Hosp
15640,173,Wayne State Univ
78945,9,Univ Calif Berkeley
5522,116,Natl Cent Univ
167389,10,Univ Catania
6178,59,Ist Nazl Fis Nucl
282022,5,St Etienne Univ Hosp
24209,30,Karlsruhe Inst Technol
19647,14,Princeton Univ
24240,40,Simon Fraser Univ Burnaby
20152,99,Lunds Univ
292060,5,IUF
6178,12,Univ Estado Rio de Janeiro
110936,80,Univ Pisa
10486,30,ITEP
88215,5,CALTECH
174544,57,Rockefeller Univ
6169,95,Univ Canterbury
39459,16,Univ Los Andes
15204,17,Ist Astrofis Spaziale & Fis Cosm
5526,91,Univ Nacl La Plata
255879,6,European Ctr Medium Range Weather Forecasting
6176,151,MIT
6167,42,KFKI Res Inst Particle & Nucl Phys
178932,57,JINR Dubna
2060,114,NC PHEP BSU
147365,0,Univ Paris 06
68774,4,Lawrence Berkeley Natl Lab
198648,4,Univ Coll Dublin
53126,57,Univ Roma Tor Vergata
38841,100,SE Louisiana Univ
276520,2,INP ENSAT Lab Symbioses & Pathol Plantes SP2
119069,26,Johns Hopkins Univ
6174,100,Lab Instrumentacao & Fis Expt Particulas
39382,6,Tokyo Inst Technol
48329,2,Univ Toulouse
112611,5,Stanford Univ
2976,55,Univ Penn
27219,3,Ferdowsi Univ Mashhad
39459,73,Univ Pisa
5528,120,Moscow MV Lomonosov State Univ
39487,0,UCM
42181,1,Aix Marseille Univ
15102,3,Univ Paris 07
6167,137,Univ Colorado
7425,5,Univ La Laguna
315158,4,Hop Robert Debre
286267,105,Univ Washington
6184,134,CALTECH
2976,8,Univ Bologna
35106,1,Argonne Natl Lab
28046,1,Univ Lyon
121966,64,Waseda Univ
6184,74,Univ Pisa
5526,74,Univ Grenoble 1
135188,1,Ecole Normale Super
5527,29,Ist Nazl Fis Nucl
65513,6,CNRS
2069,9,Univ Calif Davis
127377,6,Lawrence Berkeley Lab
4169,214,Univ Wisconsin
291841,1,ENSEEIHT
178936,56,Univ Florence
268592,44,Univ Buea
84151,1,Hop St Louis
119069,58,Rutgers State Univ
238841,86,Rice Univ
178932,20,Natl Inst Phys & Nucl Engn
245,0,Univ Paris 11
263227,5,Washington Univ
13713,41,McGill Univ
13753,20,Univ Florida
6173,84,Wonkwang Univ
296081,2,Vita Salute San Raffaele
6167,146,Univ Iowa
5524,68,Univ Grenoble 1
24240,56,Ist Nazl Fis Nucl Pisa
116937,48,Osaka City Univ
127377,12,Brunel Univ
39457,47,Ist Nazl Fis Nucl
2094,59,Scuola Normale Super Pisa
271527,4,Guys Hosp
20147,30,ITEP
63908,17,Univ Birmingham
5522,160,Univ Puerto Rico
5533,153,Charles Univ Prague
121966,36,CIEMAT
5524,12,Univ Autonoma Barcelona
198508,0,Univ Sydney
187238,66,Univ Paris 11
2069,18,Fermilab Natl Accelerator Lab
5437,6,Teikyo Univ
6172,57,Ist Nazl Fis Nucl
5524,142,Univ Pisa
5526,118,Acad Sci
2060,189,Aristotle Univ Thessaloniki
294637,7,McGill Univ
2060,46,USTC
6171,110,Univ Autonoma Madrid
5524,104,Michigan State Univ
5533,31,Boston Univ
291262,4,Univ Vita Salute San Raffaele
6177,118,Natl Taiwan Univ
2060,133,Ohio State Univ
259645,4,Univ Durham
118393,48,Univ Padua
181309,2,Univ Montreal
5532,107,Univ Belgrade
6178,56,Univ Bologna
259654,23,Nicolaus Copernicus Astron Ctr
8769,70,Univ Pavia
65529,40,Natl Inst Nat Sci
19641,24,Standford Univ
78962,12,Univ Calif Los Angeles
6175,51,Univ Coll Dublin
30426,5,Univ Coll Dublin
53126,98,Univ Padua
86334,8,CNRS
116937,27,Helsinki Inst Phys
5522,91,Benemerita Univ Autonoma Puebla
65529,21,Univ Nacl La Plata
6167,3,Res Inst Nucl Problems
39459,121,Rutherford Appleton Lab
93970,22,Stanford Univ
116936,43,Osaka City Univ
5524,20,Univ Birmingham
97745,0,Univ Lyon 1
113626,9,Univ Heidelberg
110936,22,Univ Cyprus
7488,3,Univ Paris 07
160074,0,McMaster Univ
315999,1,CHU Lille
5528,235,Univ Montreal
162082,0,Univ Poitiers
63908,40,Syracuse Univ
30426,4,Univ Aix Marseille 2
6169,104,Moscow MV Lomonosov State Univ
13753,42,TRIUMF
2081,59,Univ Florence
2060,205,Uppsala Univ
18092,14,CHG Meaux
53302,2,Univ Bordeaux 1
116938,56,Univ Rochester
6176,118,Natl Taiwan Univ
80073,10,Angers Univ Hosp
24225,41,McGill Univ
5527,125,Nagoya Univ
6182,124,Rutherford Appleton Lab
178932,101,Univ Naples Federico 2
5524,120,Univ Naples Federico 2
3002,39,Ctr Invest Energet Medioambientales & Tecnol
13750,2,Max Planck Inst Gravitat Phys
300083,0,UCB Lyon Inria
39457,99,Vinca Inst Nucl Sci
6169,129,Univ Calif Los Angeles
87328,12,Sanofi Aventis
15204,1,Univ Porto
64883,0,Univ Montreal Hlth Ctr CHUM
121966,3,Univ Autonoma Barcelona
245,1,Inst Univ France
6184,62,Ist Nazl Fis Nucl
6177,181,Univ Trent
6179,136,Cornell Univ
31545,0,Univ Paris 07
99751,11,Soc Francaise Greffe de Moelle & Therapie Cellula
6183,13,Univ Estadual Paulista
288906,0,Natl Inst Res & Dev Microtechnol IMT
6167,96,Univ Auckland
76451,6,Univ Sydney
6179,16,Inst High Energy Phys
65119,4,Univ Hosp La Fe
174544,5,Univ Autonoma Barcelona
4169,203,ICTP
110936,49,Univ Debrecen
66463,1,Indian Inst Astrophys
113291,92,Yale Univ
273217,19,Osaka Univ
6173,82,Univ Trieste
58024,12,Aarhus Univ
178932,176,Univ Valencia
35106,46,Univ Michigan
24208,208,Istanbul Tech Univ
111564,25,Univ Illinois
5528,148,Univ Pisa
123499,2,CEA
6174,78,Ist Nazl Fis Nucl
6181,33,Rhein Westfal TH Aachen
5524,162,Univ Mohamed Premier
224058,2,Saitama Univ
125588,6,Univ Med Nijmegen
78950,0,Columbia Univ
78957,10,Johns Hopkins Univ
187238,70,Univ Urbino
316486,0,Orange Labs
113968,11,Northwestern Univ
111598,22,Univ Glasgow
6169,53,Univ Bari
178934,29,Univ London
258354,90,Trinity Univ
258256,5,Helmholtz Zentrum Munchen
33556,4,Univ Paris Sud
5522,65,Univ Naples Federico 2
25467,23,Ist Nazl Fis Nucl
5527,53,Ist Nazl Fis Nucl
288632,3,Orange Labs
24209,33,Sungkyunkwan Univ
5525,0,Univ Freiburg
31661,14,Carnegie Mellon Univ
10352,7,Harvard Univ
6179,178,Ist Nazl Fis Nucl
255000,1,Univ Paris 06
282600,13,Hop Arnault Villeneuve
24209,71,Univ Trieste Udine
5532,145,Johns Hopkins Univ
235219,2,Las Cumbres Observ Global Telescope Network
63908,64,Ist Nazl Fis Nucl
155641,8,Angers Univ Hosp
282021,4,Vita Salute San Raffaele
6178,130,Univ Calif Los Angeles
78959,1,Johns Hopkins Univ
178934,2,Univ Bergen
2069,51,Ist Nazl Fis Nucl
2060,82,Inst Astro & Teilchenphys
127377,57,NIKHEF H
64478,0,Univ Maine
263227,72,Univ Calif Davis
6167,144,Florida Inst Technol
53126,52,Ist Nazl Fis Nucl
252967,0,Renault
6177,151,MIT
2081,35,Rhein Westfal TH Aachen
240631,6,Univ Hosp Angers
218661,3,Santa Fe Inst
10351,1,Univ Aix Marseille
243306,0,Osaka Univ
297437,9,Univ Texas MD Anderson Canc Ctr
